year,peak_consump,asset_id,energy_type,asset_domain,asset_type,scenario
2027,33.38122182287553,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2028,33.38122182287553,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2029,36.29360194761032,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2030,36.29360194761032,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2031,39.888698751356046,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2032,39.888698751356046,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2033,39.888698751356046,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2034,43.86417114119168,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2035,43.86417114119168,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2036,43.86417114119168,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2037,47.66106082216352,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2038,47.66106082216352,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2039,47.66106082216352,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2040,51.63653321199914,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2041,55.8531584397706,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2042,64.39479590498489,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2043,68.88364840633393,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2044,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2045,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2046,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2047,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2048,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2049,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2050,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2051,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2052,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2053,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2054,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2055,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2056,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2057,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2058,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2059,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2060,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2061,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2062,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2063,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2064,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2065,78.31022988954476,TB002,electricity,elec_network,elec_xmfr,natural_elec_higheff
2020,15.716960162820332,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2021,15.716960162820332,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2022,15.716960162820332,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2023,15.67024578313296,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
2024,15.67024578313296,TB003,electricity,elec_network,elec_xmfr,natural_elec_higheff
